Nome;Data;potencia_total;P - Fase A (W);P - Fase B (W);P - Fase C (W);Q - Total (var);Q - Fase A (var);Q - Fase B (var);Q - Fase C (var);FP - Total;FP - Fase A;FP - Fase B;FP - Fase C;V - Fase A (V);V - Fase B (V);V - Fase C (V);I - Fase A (A);I - Fase B (A);I - Fase C (A)
PowLatec;01/06/2021, 21:00:00;1283,3476511226254;0;0;1283,3476511226254;0;0;0;0;1;1;1;1;0;0;221,2864421416235;0;0;6,226804835924007
PowLatec;01/06/2021, 22:00:00;1261,3575609756097;0;0;1261,3575609756097;0;0;0;0;1;1;1;1;0;0;222,12519163763065;0;0;6,045400696864111
PowLatec;01/06/2021, 23:00:00;1175,1605839416059;0;0;1175,1605839416059;0;0;0;0;1;1;1;1;0;0;223,41837591240878;0;0;5,542043795620438
PowLatec;02/06/2021, 0:00:00;1237,3927487352446;0;0;1237,3927487352446;0;0;0;0;1;1;1;1;0;0;218,12217537942664;0;0;5,911079258010118
PowLatec;02/06/2021, 1:00:00;1168,2182666666668;0;0;1168,2182666666668;0;0;0;0;1;1;1;1;0;0;218,0504;0;0;5,592476190476191
PowLatec;02/06/2021, 2:00:00;1140,7642135922329;0;0;1140,7642135922329;0;0;0;0;1;1;1;1;0;0;218,1825436893204;0;0;5,445087378640777
PowLatec;02/06/2021, 3:00:00;1117,5177777777778;0;0;1117,5177777777778;0;0;0;0;1;1;1;1;0;0;218,36375478927204;0;0;5,38588122605364
PowLatec;02/06/2021, 4:00:00;1138,0193065693431;0;0;1138,0193065693431;0;0;0;0;1;1;1;1;0;0;218,35047445255475;0;0;5,514817518248175
PowLatec;02/06/2021, 5:00:00;1098,5886019417476;0;0;1098,5886019417476;0;0;0;0;1;1;1;1;0;0;219,31899029126214;0;0;5,2905631067961165
PowLatec;02/06/2021, 6:00:00;1094,6217357001972;0;0;1094,6217357001972;0;0;0;0;1;1;1;1;0;0;218,79374753451674;0;0;5,230611439842209
PowLatec;02/06/2021, 7:00:00;1131,9714453125;0;0;1131,9714453125;0;0;0;0;1;1;1;1;0;0;220,2248828125;0;0;5,4904296875
PowLatec;02/06/2021, 8:00:00;1232,0692277992277;0;0;1232,0692277992277;0;0;0;0;1;1;1;1;0;0;219,93104247104247;0;0;5,997992277992278
PowLatec;02/06/2021, 9:00:00;1283,8408872458408;0;0;1283,8408872458408;0;0;0;0;1;1;1;1;0;0;219,80833641404806;0;0;6,248133086876154
PowLatec;02/06/2021, 10:00:00;1379,157627118644;0;0;1379,157627118644;0;0;0;0;1;1;1;1;0;0;219,19069491525423;0;0;6,632016949152543
PowLatec;02/06/2021, 11:00:00;1426,5338050314465;0;0;1426,5338050314465;0;0;0;0;1;1;1;1;0;0;219,1537106918239;0;0;6,764135220125786
PowLatec;02/06/2021, 12:00:00;1484,7446795827125;0;0;1484,7446795827125;0;0;0;0;1;1;1;1;0;0;219,3022950819672;0;0;7,060044709388972
PowLatec;02/06/2021, 13:00:00;1535,487840112202;0;0;1535,487840112202;0;0;0;0;1;1;1;1;0;0;218,1820757363254;0;0;7,382847124824685
PowLatec;02/06/2021, 14:00:00;1592,7319808306709;0;0;1592,7319808306709;0;0;0;0;1;1;1;1;0;0;217,92059105431306;0;0;7,592348242811501
PowLatec;02/06/2021, 15:00:00;1644,314806629834;0;0;1644,314806629834;0;0;0;0;1;1;1;1;0;0;217,95374309392267;0;0;7,822417127071824
PowLatec;02/06/2021, 16:00:00;1833,1922959183676;0;0;1833,1922959183676;0;0;0;0;1;1;1;1;0;0;218,58496598639454;0;0;8,772908163265306
PowLatec;02/06/2021, 17:00:00;1539,3300455927051;0;0;1539,3300455927051;0;0;0;0;1;1;1;1;0;0;220,93589665653496;0;0;7,365699088145897
PowLatec;02/06/2021, 18:00:00;1524,5144042232278;0;0;1524,5144042232278;0;0;0;0;1;1;1;1;0;0;221,5786576168929;0;0;7,2727903469079935
PowLatec;02/06/2021, 19:00:00;1502,376895565093;0;0;1502,376895565093;0;0;0;0;1;1;1;1;0;0;221,79785407725325;0;0;7,217367668097283
PowLatec;02/06/2021, 20:00:00;1479,856172106825;0;0;1479,856172106825;0;0;0;0;1;1;1;1;0;0;221,44213649851633;0;0;7,08986646884273
PowLatec;02/06/2021, 21:00:00;1410,7554088050313;0;0;1410,7554088050313;0;0;0;0;1;1;1;1;0;0;220,67509433962263;0;0;6,737940251572327
PowLatec;02/06/2021, 22:00:00;1361,1934039087948;0;0;1361,1934039087948;0;0;0;0;1;1;1;1;0;0;221,1522638436482;0;0;6,462540716612378
PowLatec;02/06/2021, 23:00:00;1358,1945901639344;0;0;1358,1945901639344;0;0;0;0;1;1;1;1;0;0;220,89896721311476;0;0;6,461459016393443
PowLatec;03/06/2021, 0:00:00;1295,4654339622641;0;0;1295,4654339622641;0;0;0;0;1;1;1;1;0;0;220,21522641509435;0;0;6,188528301886793
PowLatec;03/06/2021, 1:00:00;1292,00335;0;0;1292,00335;0;0;0;0;1;1;1;1;0;0;220,71210000000002;0;0;6,1562833333333336
PowLatec;03/06/2021, 2:00:00;1260,8030703259003;0;0;1260,8030703259003;0;0;0;0;1;1;1;1;0;0;220,6997598627787;0;0;6,012590051457976
PowLatec;03/06/2021, 3:00:00;1266,3401788908764;0;0;1266,3401788908764;0;0;0;0;1;1;1;1;0;0;220,48855098389984;0;0;6,0591771019678
PowLatec;03/06/2021, 4:00:00;1222,6242783505154;0;0;1222,6242783505154;0;0;0;0;1;1;1;1;0;0;219,98850515463917;0;0;5,877353951890034
PowLatec;03/06/2021, 5:00:00;1208,2929913043479;0;0;1208,2929913043479;0;0;0;0;1;1;1;1;0;0;220,4966608695652;0;0;5,809113043478261
PowLatec;03/06/2021, 6:00:00;1213,0114871794872;0;0;1213,0114871794872;0;0;0;0;1;1;1;1;0;0;219,69529914529915;0;0;5,806957264957266
PowLatec;03/06/2021, 7:00:00;1223,6925747508305;0;0;1223,6925747508305;0;0;0;0;1;1;1;1;0;0;219,5747342192691;0;0;5,923803986710964
PowLatec;03/06/2021, 8:00:00;1246,9320666666667;0;0;1246,9320666666667;0;0;0;0;1;1;1;1;0;0;221,06651666666667;0;0;5,9149
PowLatec;03/06/2021, 9:00:00;1370,8770294117646;0;0;1370,8770294117646;0;0;0;0;1;1;1;1;0;0;221,30860294117645;0;0;6,540264705882353
PowLatec;03/06/2021, 10:00:00;1349,0437121212121;0;0;1349,0437121212121;0;0;0;0;1;1;1;1;0;0;222,5272878787879;0;0;6,414696969696969
PowLatec;03/06/2021, 11:00:00;1397,389748822606;0;0;1397,389748822606;0;0;0;0;1;1;1;1;0;0;222,3219466248038;0;0;6,610094191522763
PowLatec;03/06/2021, 12:00:00;1452,2534844192635;0;0;1452,2534844192635;0;0;0;0;1;1;1;1;0;0;222,91681303116147;0;0;6,841813031161473
PowLatec;03/06/2021, 13:00:00;1464,0609461426493;0;0;1464,0609461426493;0;0;0;0;1;1;1;1;0;0;221,341557496361;0;0;6,9455604075691415
PowLatec;03/06/2021, 14:00:00;1491,1637107776262;0;0;1491,1637107776262;0;0;0;0;1;1;1;1;0;0;220,42740791268758;0;0;7,068349249658937
PowLatec;03/06/2021, 15:00:00;1551,2892046936113;0;0;1551,2892046936113;0;0;0;0;1;1;1;1;0;0;221,5202737940026;0;0;7,337196870925685
PowLatec;03/06/2021, 16:00:00;1585,9073620457602;0;0;1585,9073620457602;0;0;0;0;1;1;1;1;0;0;221,6221938088829;0;0;7,508236877523553
PowLatec;03/06/2021, 17:00:00;1498,8560110803326;0;0;1498,8560110803326;0;0;0;0;1;1;1;1;0;0;220,9789889196676;0;0;7,159861495844876
PowLatec;03/06/2021, 18:00:00;1486,2224320457797;0;0;1486,2224320457797;0;0;0;0;1;1;1;1;0;0;221,13037195994278;0;0;7,0389699570815445
PowLatec;03/06/2021, 19:00:00;1405,5183035714285;0;0;1405,5183035714285;0;0;0;0;1;1;1;1;0;0;222,6225892857143;0;0;6,695967261904761
PowLatec;03/06/2021, 20:00:00;1415,3137021276596;0;0;1415,3137021276596;0;0;0;0;1;1;1;1;0;0;222,97573049645388;0;0;6,689290780141843
PowLatec;03/06/2021, 21:00:00;1368,4634393063584;0;0;1368,4634393063584;0;0;0;0;1;1;1;1;0;0;223,2971387283237;0;0;6,461950867052023
PowLatec;03/06/2021, 22:00:00;1357,9122256568778;0;0;1357,9122256568778;0;0;0;0;1;1;1;1;0;0;222,3267697063369;0;0;6,44564142194745
PowLatec;03/06/2021, 23:00:00;1333,9561128526645;0;0;1333,9561128526645;0;0;0;0;1;1;1;1;0;0;220,4986990595611;0;0;6,409420062695924
PowLatec;04/06/2021, 0:00:00;1259,686179966044;0;0;1259,686179966044;0;0;0;0;1;1;1;1;0;0;218,35582342954157;0;0;6,072241086587437
PowLatec;04/06/2021, 1:00:00;1297,4037942122186;0;0;1297,4037942122186;0;0;0;0;1;1;1;1;0;0;218,4910610932476;0;0;6,303922829581993
PowLatec;04/06/2021, 2:00:00;1240,483857615894;0;0;1240,483857615894;0;0;0;0;1;1;1;1;0;0;218,32134105960264;0;0;6,02182119205298
PowLatec;04/06/2021, 3:00:00;1250,156507413509;0;0;1250,156507413509;0;0;0;0;1;1;1;1;0;0;218,33212520593082;0;0;6,022767710049424
PowLatec;04/06/2021, 4:00:00;1232,57779771615;0;0;1232,57779771615;0;0;0;0;1;1;1;1;0;0;217,84972267536705;0;0;6,015187601957585
PowLatec;04/06/2021, 5:00:00;1200,3867;0;0;1200,3867;0;0;0;0;1;1;1;1;0;0;219,24418333333335;0;0;5,698383333333333
PowLatec;04/06/2021, 6:00:00;1223,7369458987785;0;0;1223,7369458987785;0;0;0;0;1;1;1;1;0;0;220,62111692844675;0;0;5,872460732984293
PowLatec;04/06/2021, 7:00:00;1307,2610631229236;0;0;1307,2610631229236;0;0;0;0;1;1;1;1;0;0;219,73975083056482;0;0;6,241511627906976
PowLatec;04/06/2021, 8:00:00;1288,8962621359224;0;0;1288,8962621359224;0;0;0;0;1;1;1;1;0;0;219,35966019417475;0;0;6,2361974110032365
PowLatec;04/06/2021, 9:00:00;1299,821986970684;0;0;1299,821986970684;0;0;0;0;1;1;1;1;0;0;219,9101954397394;0;0;6,1766938110749185
PowLatec;04/06/2021, 10:00:00;1388,1368847352026;0;0;1388,1368847352026;0;0;0;0;1;1;1;1;0;0;220,66193146417444;0;0;6,643115264797508
PowLatec;04/06/2021, 11:00:00;1451,3561253561254;0;0;1451,3561253561254;0;0;0;0;1;1;1;1;0;0;221,69152421652424;0;0;6,892678062678063
PowLatec;04/06/2021, 12:00:00;1540,5675300400535;0;0;1540,5675300400535;0;0;0;0;1;1;1;1;0;0;221,0907743658211;0;0;7,4343391188251
PowLatec;04/06/2021, 13:00:00;1585,8330704225352;0;0;1585,8330704225352;0;0;0;0;1;1;1;1;0;0;218,56215492957747;0;0;7,598197183098592
PowLatec;04/06/2021, 14:00:00;1624,4578670360113;0;0;1624,4578670360113;0;0;0;0;1;1;1;1;0;0;219,87536011080334;0;0;7,802063711911358
PowLatec;04/06/2021, 15:00:00;1627,8731436314365;0;0;1627,8731436314365;0;0;0;0;1;1;1;1;0;0;219,580216802168;0;0;7,766869918699187
PowLatec;04/06/2021, 16:00:00;1595,6471368715086;0;0;1595,6471368715086;0;0;0;0;1;1;1;1;0;0;221,12198324022347;0;0;7,596229050279329
PowLatec;04/06/2021, 17:00:00;1532,7688252569749;0;0;1532,7688252569749;0;0;0;0;1;1;1;1;0;0;221,17406754772395;0;0;7,33769456681351
PowLatec;04/06/2021, 18:00:00;1502,5780792682926;0;0;1502,5780792682926;0;0;0;0;1;1;1;1;0;0;221,23778963414634;0;0;7,179298780487804
PowLatec;04/06/2021, 19:00:00;1440,4864901664146;0;0;1440,4864901664146;0;0;0;0;1;1;1;1;0;0;221,05573373676248;0;0;6,845779122541603
PowLatec;04/06/2021, 20:00:00;1382,9578466557912;0;0;1382,9578466557912;0;0;0;0;1;1;1;1;0;0;220,8614518760196;0;0;6,601092985318108
PowLatec;04/06/2021, 21:00:00;1339,9328617363344;0;0;1339,9328617363344;0;0;0;0;1;1;1;1;0;0;220,4733762057878;0;0;6,444871382636656
PowLatec;04/06/2021, 22:00:00;1333,2521666666667;0;0;1333,2521666666667;0;0;0;0;1;1;1;1;0;0;220,9774166666667;0;0;6,33235
PowLatec;04/06/2021, 23:00:00;1351,9282362204724;0;0;1351,9282362204724;0;0;0;0;1;1;1;1;0;0;220,5140472440945;0;0;6,433165354330709
PowLatec;05/06/2021, 0:00:00;1216,3382820097245;0;0;1216,3382820097245;0;0;0;0;1;1;1;1;0;0;218,63098865478122;0;0;5,8231280388978925
PowLatec;05/06/2021, 1:00:00;1203,3291787439614;0;0;1203,3291787439614;0;0;0;0;1;1;1;1;0;0;218,839114331723;0;0;5,809355877616746
PowLatec;05/06/2021, 2:00:00;1235,9515151515152;0;0;1235,9515151515152;0;0;0;0;1;1;1;1;0;0;219,93969696969697;0;0;5,907432216905901
PowLatec;05/06/2021, 3:00:00;1182,0739349593496;0;0;1182,0739349593496;0;0;0;0;1;1;1;1;0;0;219,6058861788618;0;0;5,635853658536585
PowLatec;05/06/2021, 4:00:00;1177,3305506216695;0;0;1177,3305506216695;0;0;0;0;1;1;1;1;0;0;218,1733214920071;0;0;5,615914742451154
PowLatec;05/06/2021, 5:00:00;1138,2926868327402;0;0;1138,2926868327402;0;0;0;0;1;1;1;1;0;0;219,11432384341637;0;0;5,520782918149466
PowLatec;05/06/2021, 6:00:00;1159,1979316239317;0;0;1159,1979316239317;0;0;0;0;1;1;1;1;0;0;220,22699145299146;0;0;5,515538461538462
PowLatec;05/06/2021, 7:00:00;1247,472927631579;0;0;1247,472927631579;0;0;0;0;1;1;1;1;0;0;220,30337171052633;0;0;5,964786184210527
PowLatec;05/06/2021, 8:00:00;1205,6348841354722;0;0;1205,6348841354722;0;0;0;0;1;1;1;1;0;0;219,96807486631016;0;0;5,777896613190731
PowLatec;05/06/2021, 9:00:00;1358,810284005979;0;0;1358,810284005979;0;0;0;0;1;1;1;1;0;0;220,31569506726458;0;0;6,515994020926756
PowLatec;05/06/2021, 10:00:00;1380,8444696969696;0;0;1380,8444696969696;0;0;0;0;1;1;1;1;0;0;221,79993939393938;0;0;6,590136363636363
PowLatec;05/06/2021, 11:00:00;1443,228552437223;0;0;1443,228552437223;0;0;0;0;1;1;1;1;0;0;222,81818316100444;0;0;6,8680797636632205
PowLatec;05/06/2021, 12:00:00;1561,2340107671603;0;0;1561,2340107671603;0;0;0;0;1;1;1;1;0;0;222,28581426648722;0;0;7,400242261103634
PowLatec;05/06/2021, 13:00:00;1524,1635704514363;0;0;1524,1635704514363;0;0;0;0;1;1;1;1;0;0;221,75969904240765;0;0;7,2301778385772915
PowLatec;05/06/2021, 14:00:00;1590,6155090655507;0;0;1590,6155090655507;0;0;0;0;1;1;1;1;0;0;221,26620641562064;0;0;7,566373779637378
PowLatec;05/06/2021, 15:00:00;1637,6525784447476;0;0;1637,6525784447476;0;0;0;0;1;1;1;1;0;0;220,21649386084584;0;0;7,775757162346522
PowLatec;05/06/2021, 16:00:00;1593,8107452574527;0;0;1593,8107452574527;0;0;0;0;1;1;1;1;0;0;220,1318834688347;0;0;7,5756910569105695
PowLatec;05/06/2021, 17:00:00;1588,2640854472631;0;0;1588,2640854472631;0;0;0;0;1;1;1;1;0;0;220,60676902536716;0;0;7,551855807743658
PowLatec;05/06/2021, 18:00:00;1458,6411356932153;0;0;1458,6411356932153;0;0;0;0;1;1;1;1;0;0;221,65002949852507;0;0;6,9729203539823015
PowLatec;05/06/2021, 19:00:00;1469,0979402985074;0;0;1469,0979402985074;0;0;0;0;1;1;1;1;0;0;221,96364179104475;0;0;6,976671641791045
PowLatec;05/06/2021, 20:00:00;1416,474680851064;0;0;1416,474680851064;0;0;0;0;1;1;1;1;0;0;221,43791793313068;0;0;6,719255319148937
PowLatec;05/06/2021, 21:00:00;1379,8892933947773;0;0;1379,8892933947773;0;0;0;0;1;1;1;1;0;0;221,0841935483871;0;0;6,564516129032258
PowLatec;05/06/2021, 22:00:00;1420,2869533527696;0;0;1420,2869533527696;0;0;0;0;1;1;1;1;0;0;221,55174927113703;0;0;6,7655393586005825
PowLatec;05/06/2021, 23:00:00;1348,8675155279502;0;0;1348,8675155279502;0;0;0;0;1;1;1;1;0;0;220,81864906832297;0;0;6,455434782608695
PowLatec;06/06/2021, 0:00:00;1348,9590594059405;0;0;1348,9590594059405;0;0;0;0;1;1;1;1;0;0;219,14303630363034;0;0;6,487508250825083
PowLatec;06/06/2021, 1:00:00;1294,886161449753;0;0;1294,886161449753;0;0;0;0;1;1;1;1;0;0;220,39342668863262;0;0;6,235107084019769
PowLatec;06/06/2021, 2:00:00;1328,049866888519;0;0;1328,049866888519;0;0;0;0;1;1;1;1;0;0;220,72324459234605;0;0;6,337437603993345
PowLatec;06/06/2021, 3:00:00;1260,3030612244897;0;0;1260,3030612244897;0;0;0;0;1;1;1;1;0;0;219,7564455782313;0;0;6,034353741496599
PowLatec;06/06/2021, 4:00:00;1321,4073891625615;0;0;1321,4073891625615;0;0;0;0;1;1;1;1;0;0;218,83661740558293;0;0;6,313021346469623
PowLatec;06/06/2021, 5:00:00;1300,8502463054185;0;0;1300,8502463054185;0;0;0;0;1;1;1;1;0;0;220,08658456486043;0;0;6,229129720853859
PowLatec;06/06/2021, 6:00:00;1292,888947368421;0;0;1292,888947368421;0;0;0;0;1;1;1;1;0;0;221,2133552631579;0;0;6,191299342105263
PowLatec;06/06/2021, 7:00:00;1232,280780399274;0;0;1232,280780399274;0;0;0;0;1;1;1;1;0;0;220,759056261343;0;0;5,858166969147005
PowLatec;06/06/2021, 8:00:00;1314,6388541666665;0;0;1314,6388541666665;0;0;0;0;1;1;1;1;0;0;223,03086805555554;0;0;6,333142361111111
PowLatec;06/06/2021, 9:00:00;1342,121520661157;0;0;1342,121520661157;0;0;0;0;1;1;1;1;0;0;223,7493553719008;0;0;6,349074380165289
PowLatec;06/06/2021, 10:00:00;1398,452057416268;0;0;1398,452057416268;0;0;0;0;1;1;1;1;0;0;223,95285486443382;0;0;6,626730462519936
PowLatec;06/06/2021, 11:00:00;1441,0167027863777;0;0;1441,0167027863777;0;0;0;0;1;1;1;1;0;0;222,4729411764706;0;0;6,810975232198142
PowLatec;06/06/2021, 12:00:00;1471,7246062407132;0;0;1471,7246062407132;0;0;0;0;1;1;1;1;0;0;221,90074294205053;0;0;7,0579197622585435
PowLatec;06/06/2021, 13:00:00;1435,0045195195196;0;0;1435,0045195195196;0;0;0;0;1;1;1;1;0;0;221,2138888888889;0;0;6,797072072072073
PowLatec;06/06/2021, 14:00:00;1417,1827299703264;0;0;1417,1827299703264;0;0;0;0;1;1;1;1;0;0;221,47927299703264;0;0;6,7678931750741835
PowLatec;06/06/2021, 15:00:00;1385,1079510703366;0;0;1385,1079510703366;0;0;0;0;1;1;1;1;0;0;223,06631498470946;0;0;6,606636085626911
PowLatec;06/06/2021, 16:00:00;1420,401528189911;0;0;1420,401528189911;0;0;0;0;1;1;1;1;0;0;223,5173887240356;0;0;6,726201780415431
PowLatec;06/06/2021, 17:00:00;1337,6351931993818;0;0;1337,6351931993818;0;0;0;0;1;1;1;1;0;0;221,53553323029365;0;0;6,390741885625965
PowLatec;06/06/2021, 18:00:00;1339,8405015197568;0;0;1339,8405015197568;0;0;0;0;1;1;1;1;0;0;222,1124468085106;0;0;6,407446808510639
PowLatec;06/06/2021, 19:00:00;1349,2730222222224;0;0;1349,2730222222224;0;0;0;0;1;1;1;1;0;0;223,70205925925927;0;0;6,393303703703703
PowLatec;06/06/2021, 20:00:00;1341,624682422452;0;0;1341,624682422452;0;0;0;0;1;1;1;1;0;0;223,5004283604136;0;0;6,391698670605614
PowLatec;06/06/2021, 21:00:00;1261,9114196567862;0;0;1261,9114196567862;0;0;0;0;1;1;1;1;0;0;223,58151326053041;0;0;5,9856318252730105
PowLatec;06/06/2021, 22:00:00;1322,4968327974277;0;0;1322,4968327974277;0;0;0;0;1;1;1;1;0;0;223,81081993569134;0;0;6,280498392282958
PowLatec;06/06/2021, 23:00:00;1290,085776699029;0;0;1290,085776699029;0;0;0;0;1;1;1;1;0;0;223,18461165048544;0;0;6,088721682847896
PowLatec;07/06/2021, 0:00:00;1243,6344137931035;0;0;1243,6344137931035;0;0;0;0;1;1;1;1;0;0;219,40691379310343;0;0;5,932379310344828
PowLatec;07/06/2021, 1:00:00;1256,688327586207;0;0;1256,688327586207;0;0;0;0;1;1;1;1;0;0;218,83987931034483;0;0;5,990465517241379
PowLatec;07/06/2021, 2:00:00;1254,7239441535778;0;0;1254,7239441535778;0;0;0;0;1;1;1;1;0;0;219,1995462478185;0;0;6,021640488656196
PowLatec;07/06/2021, 3:00:00;1270,622792321117;0;0;1270,622792321117;0;0;0;0;1;1;1;1;0;0;219,08066317626526;0;0;6,077766143106457
PowLatec;07/06/2021, 4:00:00;1143,5838348623852;0;0;1143,5838348623852;0;0;0;0;1;1;1;1;0;0;219,09218348623853;0;0;5,554733944954128
PowLatec;07/06/2021, 5:00:00;1264,9519217687075;0;0;1264,9519217687075;0;0;0;0;1;1;1;1;0;0;220,82175170068027;0;0;6,05515306122449
PowLatec;07/06/2021, 6:00:00;1218,6981702898552;0;0;1218,6981702898552;0;0;0;0;1;1;1;1;0;0;221,2251811594203;0;0;5,822880434782609
PowLatec;07/06/2021, 7:00:00;1243,6245534150612;0;0;1243,6245534150612;0;0;0;0;1;1;1;1;0;0;220,42486865148862;0;0;5,953940455341506
PowLatec;07/06/2021, 8:00:00;1259,387048611111;0;0;1259,387048611111;0;0;0;0;1;1;1;1;0;0;219,17156250000002;0;0;6,037777777777778
PowLatec;07/06/2021, 9:00:00;1320,2446308724834;0;0;1320,2446308724834;0;0;0;0;1;1;1;1;0;0;220,75407718120803;0;0;6,2823657718120804
PowLatec;07/06/2021, 10:00:00;1328,7211202635913;0;0;1328,7211202635913;0;0;0;0;1;1;1;1;0;0;221,5518451400329;0;0;6,428945634266886
PowLatec;07/06/2021, 11:00:00;1384,749822580645;0;0;1384,749822580645;0;0;0;0;1;1;1;1;0;0;222,13291935483872;0;0;6,550580645161291
PowLatec;07/06/2021, 12:00:00;1406,455191424196;0;0;1406,455191424196;0;0;0;0;1;1;1;1;0;0;221,33803981623277;0;0;6,6904134762634
PowLatec;07/06/2021, 13:00:00;1472,0530804953562;0;0;1472,0530804953562;0;0;0;0;1;1;1;1;0;0;220,24662538699693;0;0;7,0573374613003095
PowLatec;07/06/2021, 14:00:00;1526,520593342981;0;0;1526,520593342981;0;0;0;0;1;1;1;1;0;0;220,53467438494937;0;0;7,304081041968162
PowLatec;07/06/2021, 15:00:00;1556,178163558106;0;0;1556,178163558106;0;0;0;0;1;1;1;1;0;0;220,5484218077475;0;0;7,380932568149211
PowLatec;07/06/2021, 16:00:00;1473,8198940998489;0;0;1473,8198940998489;0;0;0;0;1;1;1;1;0;0;221,75735249621783;0;0;7,0078668683812415
PowLatec;07/06/2021, 17:00:00;1440,96492211838;0;0;1440,96492211838;0;0;0;0;1;1;1;1;0;0;221,3677414330218;0;0;6,868816199376948
PowLatec;07/06/2021, 18:00:00;1426,838125;0;0;1426,838125;0;0;0;0;1;1;1;1;0;0;221,55232812499997;0;0;6,851000000000001
PowLatec;07/06/2021, 19:00:00;1323,2303622047245;0;0;1323,2303622047245;0;0;0;0;1;1;1;1;0;0;222,1587716535433;0;0;6,316094488188977
PowLatec;07/06/2021, 20:00:00;1337,5528656716417;0;0;1337,5528656716417;0;0;0;0;1;1;1;1;0;0;222,06916417910446;0;0;6,36910447761194
PowLatec;07/06/2021, 21:00:00;1305,23367029549;0;0;1305,23367029549;0;0;0;0;1;1;1;1;0;0;221,77183514774495;0;0;6,215583203732503
PowLatec;07/06/2021, 22:00:00;1344,0274159021405;0;0;1344,0274159021405;0;0;0;0;1;1;1;1;0;0;222,16168195718652;0;0;6,389525993883792
PowLatec;07/06/2021, 23:00:00;1280,321529605263;0;0;1280,321529605263;0;0;0;0;1;1;1;1;0;0;222,22825657894737;0;0;6,101200657894736
PowLatec;08/06/2021, 0:00:00;1225,142341772152;0;0;1225,142341772152;0;0;0;0;1;1;1;1;0;0;219,32520569620252;0;0;5,8903006329113925
PowLatec;08/06/2021, 1:00:00;1255,0575084175082;0;0;1255,0575084175082;0;0;0;0;1;1;1;1;0;0;219,8758249158249;0;0;6,052340067340068
PowLatec;08/06/2021, 2:00:00;1282,9758510638299;0;0;1282,9758510638299;0;0;0;0;1;1;1;1;0;0;220,19198581560283;0;0;6,08790780141844
PowLatec;08/06/2021, 3:00:00;1190,289288389513;0;0;1190,289288389513;0;0;0;0;1;1;1;1;0;0;221,01876404494382;0;0;5,685692883895131
PowLatec;08/06/2021, 4:00:00;1250,500650406504;0;0;1250,500650406504;0;0;0;0;1;1;1;1;0;0;220,58256910569105;0;0;5,9566991869918695
PowLatec;08/06/2021, 5:00:00;1197,2298453608248;0;0;1197,2298453608248;0;0;0;0;1;1;1;1;0;0;221,14991408934708;0;0;5,712972508591065
PowLatec;08/06/2021, 6:00:00;1245,5311532125204;0;0;1245,5311532125204;0;0;0;0;1;1;1;1;0;0;219,84126853377265;0;0;6,021383855024712
